id,amount,stripe_status,processing_decision,timestamp,recipient_account,reference,merchant_name,device_id,type,customer_id,confidence,latency,old_balance_org,new_balance_org,is_fraud
pi_39863bbd9f5449d08abe60,6.23,succeeded,edge,2025-10-04 03:24:06,457963444145,INV-5895,card,edge-1,Transfer,admin.johor@bankedge.com,0.956,22.99,97909.87,97903.64,0
pi_df5f15f305bb4e019c99ce,106.9,succeeded,cloud,2025-08-31 01:20:31,181511987896,Ref-f219b273,card,,Transfer,superadmin@bankedge.com,0.923,143.19,86885.18,86778.28,0
pi_8e710dc77688403b920615,648.79,succeeded,cloud,2025-07-15 15:51:51,299987502961,INV-9617,card,,Transfer,admin.pahang@bankedge.com,0.954,13.09,86841.86,86193.07,0
pi_b8642eb99faf4388a3ce90,234.3,succeeded,cloud,2025-11-07 22:19:29,87941042609,Ref-703c2351,card,,Transfer,admin.pahang@bankedge.com,0.999,12.02,90077.0,89842.7,0
pi_a38b985083574629a04107,90.44,succeeded,edge,2025-10-14 13:50:02,477172118115,Ref-c14ecef5,card,edge-15,Transfer,admin.labuan@bankedge.com,0.986,5.62,42316.83,42226.39,0
pi_74c92692efd74a66befb29,9.89,succeeded,edge,2025-12-04 19:47:19,581439168255,INV-7204,card,edge-16,Transfer,admin.putrajaya@bankedge.com,0.994,23.56,140633.48,140623.59,0
pi_114d1fbe7b314280a62ea8,215.61,succeeded,cloud,2025-10-27 06:43:54,8487758541,INV-9797,card,,Transfer,superadmin@bankedge.com,0.948,167.08,112427.11,112211.5,0
pi_bfd99f73d28244aeaa6d46,111.65,succeeded,edge,2025-06-26 17:01:19,468682027363,INV-3114,card,edge-12,Transfer,admin.selangor@bankedge.com,0.998,11.68,127503.43,127391.78,0
pi_4af7cbc4073b458c8bf209,16.65,succeeded,edge,2025-08-08 23:06:44,142482743787,Ref-063e4e55,fpx_rhb,edge-2,Transfer,admin.kedah@bankedge.com,0.934,17.94,71612.35,71595.7,0
pi_78b58f8a14454b0fa0b968,13.83,succeeded,edge,2025-10-05 00:31:52,838697975482,,card,edge-12,Transfer,admin.selangor@bankedge.com,0.992,21.57,5017.72,5003.89,0
pi_bdb80ce5f4f140be873453,290.46,succeeded,cloud,2025-06-27 16:10:53,456713205474,INV-9805,fpx_ambank,,Transfer,admin.perak@bankedge.com,0.989,131.6,196621.26,196330.8,0
pi_20949352449e4d51891892,134.75,failed,edge,2025-10-13 19:00:21,378414897654,INV-1166,card,edge-14,Transfer,admin.kl@bankedge.com,0.2,7.75,129162.23,129027.48,0
pi_c738f1e7115e476895fdfe,214.13,failed,edge,2025-10-03 01:37:07,180056257316,INV-6411,card,edge-9,Transfer,admin.perlis@bankedge.com,0.373,21.64,41842.2,41628.07,0
pi_a060f8336e3e496da0cec6,255.41,succeeded,edge,2025-11-09 11:09:01,926920576284,INV-5571,fpx_rhb,edge-1,Transfer,admin.johor@bankedge.com,0.989,18.83,48210.81,47955.4,0
pi_f913aa41736c4d808b7b57,103.77,succeeded,edge,2025-12-04 20:22:06,946860843170,Ref-2ba910aa,card,edge-14,Transfer,admin.kl@bankedge.com,0.932,4.73,12301.8,12198.03,0
pi_6ecf901d2caf4dd186fb39,89.44,succeeded,cloud,2025-06-21 02:37:55,604117769040,Ref-3579a9e5,card,,Transfer,superadmin@bankedge.com,0.987,111.14,75496.28,75406.84,0
pi_dd0e107720c246d98ee591,69.54,succeeded,cloud,2025-09-06 02:59:00,505245052732,INV-8370,fpx_maybank,,Transfer,admin.johor@bankedge.com,0.922,168.35,91678.34,91608.8,0
pi_d7feca0b155a44d4905c14,47.74,succeeded,cloud,2025-10-05 07:47:03,987415629258,INV-9104,fpx_maybank,,Transfer,admin.sarawak@bankedge.com,0.943,95.22,124388.49,124340.75,0
pi_88397777a80e4698baa111,70.43,succeeded,cloud,2025-11-18 04:31:30,620050832314,,grabpay,,Transfer,admin.selangor@bankedge.com,0.934,51.8,179361.91,179291.48,0
pi_c42735601e0448d6938ede,180.4,succeeded,cloud,2025-11-28 11:39:45,730514112462,,card,,Transfer,admin.sabah@bankedge.com,0.962,139.49,188440.92,188260.52,0
pi_2a6c2c4a2e144d289e9834,112.53,succeeded,cloud,2025-07-01 20:44:35,695110774507,,fpx_ambank,,Transfer,superadmin@bankedge.com,0.976,66.1,79174.34,79061.81,0
pi_bfdbce191cb64948bfae48,269.66,succeeded,edge,2025-11-01 03:35:19,840175265884,Ref-a206dba0,card,edge-10,Transfer,admin.sabah@bankedge.com,0.92,20.28,158003.65,157733.99,0
pi_c7dac64f58664c6fbc5cde,72.3,succeeded,edge,2025-10-16 05:17:27,103809457340,Ref-e6afd50d,fpx_ambank,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.982,25.89,72794.03,72721.73,0
pi_5c8aba57549e47c0ac0a57,114.1,succeeded,edge,2025-07-03 16:58:11,278351269172,INV-2450,card,edge-6,Transfer,admin.pahang@bankedge.com,0.944,25.23,58267.52,58153.42,0
pi_77a4b1224e7c4ca4b97fa2,121.74,succeeded,edge,2025-07-08 00:43:30,668774870335,,card,edge-6,Transfer,admin.pahang@bankedge.com,0.958,1.78,12695.56,12573.82,0
pi_5dd3f970b07e447f99345e,109.49,succeeded,edge,2025-07-21 17:49:16,224827295546,Ref-b9cfac8c,card,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.909,3.52,180058.86,179949.37,0
pi_bc61f75fcce246ba986c97,147.53,failed,cloud,2025-09-18 10:50:11,763066378188,INV-8564,card,,Transfer,superadmin@bankedge.com,0.236,122.16,40824.66,40677.13,0
pi_ab3e657ef2804f8194cd52,34.53,succeeded,edge,2025-11-24 05:41:39,972033317808,Ref-007170c1,card,edge-16,Transfer,admin.putrajaya@bankedge.com,0.912,1.75,23741.2,23706.67,0
pi_b299eca0760e4e3995c3f8,88.18,failed,edge,2025-08-20 03:42:00,712010514446,INV-2150,card,edge-10,Transfer,admin.sabah@bankedge.com,0.017,28.57,123804.78,123716.6,0
pi_392e40a5dbd44b98bb51b6,15.21,succeeded,edge,2025-09-25 05:46:48,74676211704,,card,edge-12,Transfer,admin.selangor@bankedge.com,0.957,26.2,135382.03,135366.82,0
pi_feba0923d25d48178711b6,60.24,failed,edge,2025-07-28 08:41:02,331676838776,Ref-115bd3bf,fpx_cimb,edge-4,Transfer,admin.malacca@bankedge.com,0.38,19.16,176259.81,176199.57,0
pi_08d8565dbaa1444eb216d3,82.25,failed,cloud,2025-10-09 02:58:26,841925319876,INV-1585,fpx_maybank,,Transfer,admin.johor@bankedge.com,0.274,125.58,112855.38,112773.13,0
pi_c68f3b9e7a714d70b97143,128.74,succeeded,edge,2025-09-05 17:14:26,650671771095,INV-1455,card,edge-8,Transfer,admin.perak@bankedge.com,0.902,8.22,177527.16,177398.42,0
pi_eea3bd5c6b75454399e8c3,362.77,succeeded,edge,2025-11-25 20:34:05,721951764299,INV-4704,fpx_rhb,edge-13,Transfer,admin.terengganu@bankedge.com,0.95,21.4,69677.11,69314.34,0
pi_c62ddd2de9484d3ba88206,112.15,succeeded,edge,2025-10-10 05:04:55,739102054465,Ref-6fe6ae57,fpx_cimb,edge-4,Transfer,admin.malacca@bankedge.com,0.966,15.61,191956.36,191844.21,0
pi_071733026ad74f969fd6e0,165.32,succeeded,cloud,2025-06-24 14:22:25,227651807121,INV-7536,grabpay,,Transfer,admin.labuan@bankedge.com,0.995,116.8,152058.58,151893.26,0
pi_3c40af7f57b140bc84a852,86.69,succeeded,edge,2025-07-29 11:29:05,154397821194,Ref-808ced0e,card,edge-9,Transfer,admin.perlis@bankedge.com,0.984,20.91,79682.03,79595.34,0
pi_c1cdeed696ba4ca8903c3b,122.65,succeeded,edge,2025-11-02 00:56:06,301929895962,Ref-51490ef7,card,edge-4,Transfer,admin.malacca@bankedge.com,0.982,17.82,156379.5,156256.85,0
pi_54f98d2c91d4460bac18b5,10.83,succeeded,edge,2025-08-25 06:26:09,769290986765,INV-9620,card,edge-7,Transfer,admin.penang@bankedge.com,0.941,23.57,177965.7,177954.87,0
pi_eea46ad84dc2441dbe8909,37.23,succeeded,edge,2025-11-13 00:22:20,361301981056,Ref-cceb854a,fpx_cimb,edge-8,Transfer,admin.perak@bankedge.com,0.901,6.41,115765.08,115727.85,0
pi_719743cf20be45a39b0d40,55.9,succeeded,edge,2025-06-14 22:47:39,861800912654,INV-4518,card,edge-11,Transfer,admin.sarawak@bankedge.com,1.0,18.99,22957.65,22901.75,0
pi_3dab10f344734d5298f0a2,78.75,succeeded,edge,2025-08-29 04:26:11,700397576390,INV-4940,fpx_cimb,edge-14,Transfer,admin.kl@bankedge.com,0.921,6.67,142231.72,142152.97,0
pi_07d5414b3a974670ad3e23,7.61,succeeded,edge,2025-11-21 09:16:18,810303812556,INV-5354,card,edge-8,Transfer,admin.perak@bankedge.com,0.952,27.06,82952.39,82944.78,0
pi_2427ec72538c48abbac7a5,20.1,succeeded,edge,2025-10-01 21:11:10,441151623860,INV-5262,card,edge-3,Transfer,admin.kelantan@bankedge.com,0.911,26.82,66916.81,66896.71,0
pi_768e084543cb42bbb68322,40.89,succeeded,edge,2025-06-20 07:54:39,343337814158,Ref-eec20277,card,edge-4,Transfer,admin.malacca@bankedge.com,0.925,13.74,16354.5,16313.61,0
pi_c384b16aa5974a99aa05e1,429.08,succeeded,edge,2025-07-11 11:36:01,668937839210,INV-1362,card,edge-13,Transfer,admin.terengganu@bankedge.com,0.992,26.45,172019.66,171590.58,0
pi_e338cd607dec442ab50e38,50.3,succeeded,edge,2025-09-04 09:50:02,827809367355,INV-4792,card,edge-9,Transfer,admin.perlis@bankedge.com,0.926,15.52,148432.94,148382.64,0
pi_6046d23018b947819be22c,80.94,succeeded,edge,2025-12-04 21:38:37,389980595761,Ref-7be0804c,fpx_maybank,edge-7,Transfer,admin.penang@bankedge.com,0.927,9.14,137354.13,137273.19,0
pi_45eece4472134cb4a3ef87,28.19,succeeded,edge,2025-06-17 07:50:26,576391073977,INV-8726,fpx_maybank,edge-3,Transfer,admin.kelantan@bankedge.com,0.998,23.49,30861.46,30833.27,0
pi_8421565bc54c4a5b996ff3,115.23,succeeded,edge,2025-08-19 15:53:25,256681022200,INV-1906,card,edge-4,Transfer,admin.malacca@bankedge.com,0.977,24.28,148877.05,148761.82,0
pi_ff6f2a817e1b4a8fa69309,41.53,succeeded,edge,2025-08-26 21:52:45,750069730660,Ref-65d2e945,grabpay,edge-15,Transfer,admin.labuan@bankedge.com,0.919,21.77,6360.64,6319.11,0
pi_774fba63332c43c8b99822,29.83,succeeded,cloud,2025-07-05 14:35:18,299766398740,INV-8763,card,,Transfer,admin.perlis@bankedge.com,0.995,164.17,48489.34,48459.51,0
pi_fd99aacc835d4d47ae7d1c,89.22,succeeded,edge,2025-10-02 10:56:16,336540512890,Ref-35cc8394,card,edge-14,Transfer,admin.kl@bankedge.com,0.957,17.72,142649.37,142560.15,0
pi_714c4fb4eb234947beec88,2.66,succeeded,edge,2025-09-16 23:23:53,769122986866,Ref-9cb4448c,grabpay,edge-13,Transfer,admin.terengganu@bankedge.com,0.914,22.51,17366.43,17363.77,0
pi_58f793ef61fd4363a0ec35,2.92,succeeded,flagged,2025-10-31 17:16:40,953273491321,INV-8320,card,,Transfer,superadmin@bankedge.com,0.901,186.39,83273.75,83270.83,0
pi_e222aea6d677405eb0015d,31.67,succeeded,edge,2025-09-19 09:56:05,607504609379,INV-3659,card,edge-10,Transfer,admin.sabah@bankedge.com,0.918,4.41,62952.38,62920.71,0
pi_4e3af24225f643f296bf31,6.49,succeeded,edge,2025-08-08 22:02:32,116731944320,INV-5650,fpx_ambank,edge-16,Transfer,admin.putrajaya@bankedge.com,0.968,3.62,9713.49,9707.0,0
pi_075a253a7897402bb7fd5b,15.72,succeeded,edge,2025-11-06 17:34:40,616476267744,INV-5725,card,edge-3,Transfer,admin.kelantan@bankedge.com,0.986,23.57,174854.38,174838.66,0
pi_a8e875736a4b443a81a797,51.65,succeeded,edge,2025-07-06 05:50:49,530196954104,INV-9763,fpx_cimb,edge-11,Transfer,admin.sarawak@bankedge.com,0.979,26.87,177456.21,177404.56,0
pi_9c78d1c2f9e14481b3cde0,196.69,succeeded,edge,2025-07-25 09:50:03,361284449752,INV-8476,card,edge-13,Transfer,admin.terengganu@bankedge.com,0.955,2.4,132079.18,131882.49,0
pi_f4149c65d649499f88c662,103.85,succeeded,cloud,2025-10-17 13:31:54,739895518572,Ref-c677b2a7,fpx_publicbank,,Transfer,superadmin@bankedge.com,0.988,17.63,145925.18,145821.33,0
pi_51302c2c80884d33bb3d0b,88.26,succeeded,edge,2025-11-20 10:52:23,418705234484,,fpx_maybank,edge-16,Transfer,admin.putrajaya@bankedge.com,0.999,9.72,24292.42,24204.16,0
pi_957a51c04971422da7d637,43.69,failed,edge,2025-08-02 06:23:59,235030503390,Ref-7c579149,fpx_cimb,edge-2,Transfer,admin.kedah@bankedge.com,0.4,23.26,34906.15,34862.46,0
pi_e943fabcfa5f4ecbb0f56b,324.16,succeeded,cloud,2025-12-09 13:10:02,923020775320,Ref-986f47fb,card,,Transfer,admin.sarawak@bankedge.com,0.95,99.16,144461.6,144137.44,0
pi_a0aac10ce03846d1b57fe5,62.7,succeeded,edge,2025-08-25 13:13:51,850231315447,INV-1504,card,edge-4,Transfer,admin.malacca@bankedge.com,0.917,5.55,186318.58,186255.88,0
pi_6968ebe6fcfc4624b992fe,12.93,failed,edge,2025-08-25 19:13:53,475770592378,INV-4330,fpx_rhb,edge-16,Transfer,admin.putrajaya@bankedge.com,0.307,12.95,133335.92,133322.99,0
pi_167cdd485c0d4420b3a305,117.19,failed,edge,2025-07-18 19:09:25,4080690629,,fpx_publicbank,edge-15,Transfer,admin.labuan@bankedge.com,0.379,4.87,133892.98,133775.79,0
pi_97dc03159c114a2e81e2ef,16.5,succeeded,edge,2025-09-17 01:38:00,459415496617,Ref-cbe8caf4,fpx_ambank,edge-1,Transfer,admin.johor@bankedge.com,0.949,16.3,155454.06,155437.56,0
pi_400cc58234424e779d5714,52.82,succeeded,edge,2025-08-17 03:35:41,260909300135,INV-5445,fpx_cimb,edge-6,Transfer,admin.pahang@bankedge.com,0.979,17.55,141407.08,141354.26,0
pi_37c7d92de67645e1ab95d5,86.97,succeeded,edge,2025-08-01 17:53:28,66917496660,Ref-358142fa,grabpay,edge-14,Transfer,admin.kl@bankedge.com,0.944,20.84,82168.51,82081.54,0
pi_543795fd941347d58c7ec0,250.79,succeeded,edge,2025-09-04 16:27:06,551443694517,INV-5447,fpx_rhb,edge-11,Transfer,admin.sarawak@bankedge.com,0.94,3.6,135557.86,135307.07,0
pi_21d5f197da6c466eb0893d,83.64,succeeded,edge,2025-10-29 09:17:35,672720867402,Ref-e856d957,card,edge-2,Transfer,admin.kedah@bankedge.com,0.913,6.39,30258.51,30174.87,0
pi_50ca213264964a248c2996,147.38,succeeded,edge,2025-07-12 22:10:27,38619345901,Ref-6ddb9d94,fpx_publicbank,edge-12,Transfer,admin.selangor@bankedge.com,0.995,1.29,44924.77,44777.39,0
pi_1ebc3f318be843e99a366a,594.32,succeeded,edge,2025-10-04 22:35:49,528184178687,INV-3050,fpx_maybank,edge-13,Transfer,admin.terengganu@bankedge.com,0.951,5.31,29754.25,29159.93,0
pi_f2790fa154964f02857a88,18.92,succeeded,edge,2025-09-05 19:41:28,659883178908,,card,edge-1,Transfer,admin.johor@bankedge.com,0.984,12.58,176008.31,175989.39,0
pi_99aa7878f4e34b189f8cdd,40.55,succeeded,edge,2025-09-04 21:40:07,513092720959,INV-4589,card,edge-9,Transfer,admin.perlis@bankedge.com,0.935,23.43,80349.24,80308.69,0
pi_5a8351badec44ef699cdd6,62.22,succeeded,edge,2025-11-12 18:46:19,60637108707,INV-6114,card,edge-7,Transfer,admin.penang@bankedge.com,0.923,23.24,94571.25,94509.03,0
pi_c2d8067aaad34f2a8190ee,67.75,succeeded,edge,2025-09-01 12:49:49,693021406659,Ref-5c6d2cff,card,edge-2,Transfer,admin.kedah@bankedge.com,0.927,26.72,38621.93,38554.18,0
pi_054e9e922f524f688d4d04,65.52,succeeded,edge,2025-11-20 20:23:47,293112070156,INV-8207,card,edge-13,Transfer,admin.terengganu@bankedge.com,0.913,26.83,129311.11,129245.59,0
pi_a3e99d907a1a4eeaa6b173,287.81,succeeded,edge,2025-10-11 19:44:06,324781102882,INV-6841,fpx_publicbank,edge-4,Transfer,admin.malacca@bankedge.com,0.966,26.92,108300.58,108012.77,0
pi_62c1d92bbfa44caf823cee,152.23,succeeded,edge,2025-08-10 06:45:11,32307587113,INV-3383,fpx_cimb,edge-4,Transfer,admin.malacca@bankedge.com,0.954,19.0,44880.34,44728.11,0
pi_193b35a4f8044373b212c7,114.35,succeeded,edge,2025-08-15 07:57:45,697701182213,,card,edge-14,Transfer,admin.kl@bankedge.com,0.92,4.85,145302.63,145188.28,0
pi_49c7421b430149fbb71601,46.42,succeeded,cloud,2025-10-04 09:19:38,654241346233,INV-7891,fpx_rhb,,Transfer,superadmin@bankedge.com,0.968,77.6,16520.38,16473.96,0
pi_4cbad6fe680b489388c156,210.33,succeeded,edge,2025-10-28 03:14:47,845695918565,INV-8499,fpx_maybank,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.943,19.83,182346.14,182135.81,0
pi_de9ce67a557a4853a258c4,374.29,failed,edge,2025-07-21 13:50:57,394348459727,,card,edge-16,Transfer,admin.putrajaya@bankedge.com,0.284,13.43,135868.7,135494.41,0
pi_b8b9c845dd3a400f9d7848,208.58,succeeded,edge,2025-10-31 11:39:50,264712886027,Ref-7f02f429,card,edge-6,Transfer,admin.pahang@bankedge.com,0.938,10.43,30964.44,30755.86,0
pi_7a3b56e7ba3b4e5dad8616,2.19,succeeded,edge,2025-07-12 06:14:12,317728493074,INV-8134,fpx_cimb,edge-9,Transfer,admin.perlis@bankedge.com,0.929,17.32,40611.99,40609.8,0
pi_9ee23ae83e1c4ab9811bcf,123.4,succeeded,edge,2025-10-31 20:23:56,162757859682,Ref-6793646d,card,edge-3,Transfer,admin.kelantan@bankedge.com,0.922,22.41,11188.29,11064.89,0
pi_6d46ebb38cd74f1faf0cef,8.3,succeeded,edge,2025-09-13 16:39:53,803931567262,INV-9273,card,edge-6,Transfer,admin.pahang@bankedge.com,0.979,21.43,41375.11,41366.81,0
pi_3735347195354de39e6781,37.75,succeeded,edge,2025-07-18 06:15:57,570292398305,INV-1375,card,edge-3,Transfer,admin.kelantan@bankedge.com,0.98,1.97,116261.93,116224.18,0
pi_30511c40fd974305973d09,9.36,succeeded,edge,2025-08-13 05:35:46,731993565178,INV-6855,fpx_cimb,edge-14,Transfer,admin.kl@bankedge.com,0.945,26.71,153874.35,153864.99,0
pi_b42e1386c51d4c81b8b7c5,113.1,succeeded,cloud,2025-08-04 21:41:27,320609276836,Ref-0e0059c0,fpx_maybank,,Transfer,admin.putrajaya@bankedge.com,0.979,9.53,123463.83,123350.73,0
pi_adba025891b644f48df739,141.23,succeeded,edge,2025-07-09 12:37:11,918296130072,INV-9089,grabpay,edge-4,Transfer,admin.malacca@bankedge.com,0.949,8.89,49761.5,49620.27,0
pi_8dbb9e326b74476197ab3a,16.59,succeeded,edge,2025-10-04 12:28:20,33524069431,Ref-b29e11ad,fpx_cimb,edge-15,Transfer,admin.labuan@bankedge.com,0.974,28.4,157382.64,157366.05,0
pi_fe1a391ce78b44db9a8870,60.11,succeeded,edge,2025-10-18 08:54:06,596942395760,INV-8291,card,edge-7,Transfer,admin.penang@bankedge.com,0.93,3.63,90147.31,90087.2,0
pi_f668ce01341a45fea295d1,75.11,succeeded,edge,2025-09-02 03:26:17,62518406268,INV-1738,card,edge-2,Transfer,admin.kedah@bankedge.com,0.932,2.18,43257.21,43182.1,0
pi_50c5cf379b5a4e41b10bcf,57.26,succeeded,edge,2025-09-22 16:31:07,258160588788,INV-9657,grabpay,edge-13,Transfer,admin.terengganu@bankedge.com,0.995,27.98,33497.21,33439.95,0
pi_8c5aed6e0d024c5088fc0a,17.48,succeeded,edge,2025-10-07 08:45:37,572252593516,INV-4433,card,edge-4,Transfer,admin.malacca@bankedge.com,0.936,7.82,6922.62,6905.14,0
pi_7c0cbd19e51549039fd9a3,67.15,succeeded,flagged,2025-08-04 21:02:07,303543063056,INV-3007,card,edge-10,Transfer,admin.sabah@bankedge.com,0.93,7.15,160575.0,160507.85,0
pi_9e48a7f142f94db6b5b961,168.92,succeeded,edge,2025-08-25 10:12:44,446304698068,Ref-708c039a,card,edge-3,Transfer,admin.kelantan@bankedge.com,0.934,7.89,197010.09,196841.17,0
pi_8c34d88ee31643cda0590a,10.84,succeeded,edge,2025-12-10 05:18:11,929275671753,INV-7571,fpx_maybank,edge-2,Transfer,admin.kedah@bankedge.com,0.912,7.43,104466.19,104455.35,0
pi_917c7e9ffe824697857ac7,12.03,succeeded,flagged,2025-06-23 08:53:52,869412420713,INV-2735,card,edge-11,Transfer,admin.sarawak@bankedge.com,0.986,10.82,33886.38,33874.35,0
pi_3358d19b4d944a30b0d1be,54.58,succeeded,edge,2025-08-16 09:33:40,822991314818,Ref-30373013,card,edge-10,Transfer,admin.sabah@bankedge.com,0.909,27.43,108624.46,108569.88,0
pi_7fd672256cde4f0e9dddc4,343.11,succeeded,edge,2025-08-17 07:06:01,106551341587,Ref-2ba99143,card,edge-4,Transfer,admin.malacca@bankedge.com,0.978,26.44,75048.61,74705.5,0
pi_112aac2b0644485d9307a1,134.52,succeeded,edge,2025-10-31 20:28:32,672351444161,Ref-037cae34,fpx_rhb,edge-15,Transfer,admin.labuan@bankedge.com,0.966,1.23,15822.18,15687.66,0
pi_c3a45f61daec44b6b78c6f,138.23,succeeded,edge,2025-11-02 15:47:23,229578173436,,fpx_ambank,edge-12,Transfer,admin.selangor@bankedge.com,0.97,3.43,120232.43,120094.2,0
pi_f04a6f0999b646dc893e77,55.91,succeeded,edge,2025-09-09 23:20:23,911498819743,INV-2196,card,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.986,2.2,161769.55,161713.64,0
pi_dc21907b6f7f46db8b0983,110.07,succeeded,edge,2025-09-20 23:26:40,988490888244,,card,edge-12,Transfer,admin.selangor@bankedge.com,0.925,12.58,1877.56,1767.49,0
pi_008e8aafd8c746518529a5,3.22,succeeded,cloud,2025-11-17 13:51:37,741840569449,INV-2804,fpx_maybank,,Transfer,admin.perak@bankedge.com,0.959,188.92,166118.34,166115.12,0
pi_ab79250e83584ab8b57727,123.3,succeeded,edge,2025-06-13 14:58:37,959765645421,Ref-4377916d,card,edge-3,Transfer,admin.kelantan@bankedge.com,0.967,20.38,26786.06,26662.76,0
pi_a3caf800402c40e1b9c874,295.42,succeeded,edge,2025-07-09 22:13:49,866131787950,INV-2884,card,edge-11,Transfer,admin.sarawak@bankedge.com,0.951,21.9,99316.61,99021.19,0
pi_bd3ee944a2ee4cb6b85132,115.79,succeeded,edge,2025-08-21 15:28:08,644736025442,Ref-d083acea,grabpay,edge-14,Transfer,admin.kl@bankedge.com,0.97,24.65,199290.35,199174.56,0
pi_555ea8c3eb0a431cac1396,250.29,succeeded,edge,2025-07-10 20:05:06,7108270423,INV-7634,fpx_maybank,edge-10,Transfer,admin.sabah@bankedge.com,0.909,2.42,28625.86,28375.57,0
pi_f8c95d1e7d5146d48bdb21,156.47,succeeded,edge,2025-10-21 15:07:24,673986121874,INV-2674,card,edge-1,Transfer,admin.johor@bankedge.com,0.981,26.42,168047.04,167890.57,0
pi_21d5f8b3b6ee48d380e007,17.42,succeeded,edge,2025-07-02 13:30:12,750861014085,Ref-11375df0,fpx_cimb,edge-9,Transfer,admin.perlis@bankedge.com,0.928,1.87,175118.67,175101.25,0
pi_8fb592373a224e3cbe001d,281.29,succeeded,edge,2025-10-03 19:37:02,682543694211,Ref-6d253016,card,edge-14,Transfer,admin.kl@bankedge.com,0.946,13.53,68425.82,68144.53,0
pi_8190414c2efd449bb0d3cb,10.25,succeeded,edge,2025-06-17 05:01:33,394506183700,INV-8259,card,edge-9,Transfer,admin.perlis@bankedge.com,0.908,18.94,29043.5,29033.25,0
pi_ddfc275aa81146c3826ba7,93.62,succeeded,edge,2025-11-21 21:06:10,888342692418,INV-1735,card,edge-7,Transfer,admin.penang@bankedge.com,0.929,12.33,81544.16,81450.54,0
pi_a18cd6c1ebba4bfca95b15,20.4,succeeded,edge,2025-11-14 07:14:08,571758792389,INV-1234,fpx_publicbank,edge-16,Transfer,admin.putrajaya@bankedge.com,0.94,9.51,94147.94,94127.54,0
pi_ea7eb2d859784ed38f28b8,3.41,failed,edge,2025-07-14 08:06:34,596794257059,INV-1129,fpx_rhb,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.194,12.32,24631.46,24628.05,0
pi_d10f8042adb7432f8fba03,67.79,succeeded,edge,2025-09-29 16:51:44,531055074962,,card,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.988,19.31,119101.96,119034.17,0
pi_58e73b0fe38b4545abe1a3,43.95,succeeded,edge,2025-11-01 00:48:08,353820901790,INV-3937,fpx_rhb,edge-10,Transfer,admin.sabah@bankedge.com,0.936,28.6,186983.97,186940.02,0
pi_a7c37b824f5840dd934725,81.86,succeeded,flagged,2025-11-19 11:54:02,964749768563,INV-3945,card,edge-13,Transfer,admin.terengganu@bankedge.com,0.932,25.29,167465.02,167383.16,0
pi_d5aa5bab07984be9ab3ccb,105.3,succeeded,edge,2025-06-15 02:30:11,132937066153,INV-7086,fpx_publicbank,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.973,6.78,45918.53,45813.23,0
pi_32bb144324ae4ddf8470c4,7.37,succeeded,edge,2025-06-15 12:24:20,972028528922,INV-5437,card,edge-8,Transfer,admin.perak@bankedge.com,0.915,21.62,145257.48,145250.11,0
pi_99c5b429a09f470f9e997a,17.75,succeeded,cloud,2025-07-28 13:50:15,536969046589,INV-5345,fpx_maybank,,Transfer,admin.perlis@bankedge.com,0.908,162.45,172492.86,172475.11,0
pi_0d828ba793a94474881c53,100.15,succeeded,edge,2025-11-22 11:04:06,469644313914,,fpx_rhb,edge-16,Transfer,admin.putrajaya@bankedge.com,0.969,22.93,61095.51,60995.36,0
pi_7083c8d7924d4c52992afa,52.44,succeeded,cloud,2025-09-22 03:56:16,165853155649,,grabpay,,Transfer,superadmin@bankedge.com,0.911,13.31,3590.77,3538.33,0
pi_1babbe0a7a014804b9876f,158.75,succeeded,edge,2025-07-14 11:36:01,382697794586,Ref-c21f983c,card,edge-14,Transfer,admin.kl@bankedge.com,0.936,29.2,94957.54,94798.79,0
pi_f8fbda9318024bc7a1f316,128.77,succeeded,edge,2025-11-17 19:06:04,139236440511,Ref-95870a92,card,edge-5,Transfer,admin.negerisembilan@bankedge.com,0.949,10.12,125480.02,125351.25,0
pi_f7f2da08734f4db09349f5,226.19,succeeded,cloud,2025-11-04 05:11:26,371448511332,INV-9638,card,,Transfer,superadmin@bankedge.com,0.976,69.57,110930.95,110704.76,0
pi_2c1acdc7b41d46c5a9b791,143.51,succeeded,cloud,2025-10-13 08:42:55,594257407693,INV-9112,card,,Transfer,admin.johor@bankedge.com,0.947,78.88,76248.34,76104.83,0
pi_d82bfadcd42a4de9a74f8e,69.44,succeeded,cloud,2025-06-16 12:13:36,752929610552,Ref-8038bb11,grabpay,,Transfer,superadmin@bankedge.com,0.972,127.02,26311.69,26242.25,0
pi_6d8cc6def2c54306bdf5ab,136.12,succeeded,edge,2025-10-21 13:51:50,926482837223,INV-2346,card,edge-7,Transfer,admin.penang@bankedge.com,0.971,3.76,79528.42,79392.3,0
pi_a983977ec311477faf39d5,40.65,succeeded,edge,2025-10-12 01:39:48,866826241278,Ref-282fd9b4,card,edge-1,Transfer,admin.johor@bankedge.com,0.981,27.74,16783.1,16742.45,0
